item_no,colour,gender_description,brand,product_group,min_age,max_age
-8111448660708137147,orange,unisex,hummel,headwear,,
6574371473944724424,white,boys,lacoste,clothing sets,3.0,14.0
525078949450961026,white,girls,reebok,trainers,0.375,14.0
6126921981067985311,blue,unisex,twistshake,baby feeding,,
7874586154211391757,white,boys,joules,all in ones,0.125,0.875
7270168260433623374,pink,girls,veja,trainers,4.0,10.0
6116240642935062933,red,girls,mayoral,dresses,0.125,2.0
-2012955140370618421,navy,boys,ikks,coats and jackets,2.0,14.0
2083620795479652919,grey,girls,nike,trainers,3.0,14.0
-1574081396994835414,blue,girls,les coyotes de paris,tops,7.0,14.0
-1587096007798526276,orange,unisex,stokke,bouncers and swings,,
-1434471219688457854,blue,girls,gap,tops,3.0,14.0
1454453647750503393,brown,unisex,reima,jumpers and knitwear,1.0,10.0
1845580423304646875,navy,girls,mayoral,dresses,0.375,3.0
-6915569053251388731,pink,girls,hatley,coats and jackets,0.875,2.0
7595598985857974466,navy,girls,mayoral,bottoms,1.0,9.0
2803249470056202620,navy,boys,ralph lauren,all in ones,0.125,2.0
-1823628946318160044,pink,unisex,sophie the giraffe,clothing sets,0.125,0.375
5514190717613050640,grey,boys,jacadi,all in ones,0.125,2.0
-3591978000051797656,pink,girls,ellesse,jumpers and knitwear,4.0,14.0
-319443122154376548,green,unisex,rice a/s,tableware,,
8860673144062346759,yellow,unisex,buddy & hope,clothing sets,0.125,2.0
9002364298251288298,yellow,unisex,kuling,headwear,0.625,11.0
8090136361583216871,pink,girls,puma,tops,5.0,14.0
8520539849690032002,pink,girls,liewood,clothing sets,3.0,8.0
6556309317773443704,blue,girls,louise misha,hair accessories,0.875,14.0
3285850978628188930,pink,unisex,liewood,tableware,,
8976309482171138732,white,girls,kavat,boots,0.625,3.0
8970377101003213530,blue,boys,lillelam,gloves and mittens,0.0,2.0
3247669239358535979,multi color,unisex,skip hop,first toys and baby toys,,
7730527997231918297,navy,unisex,easygrow,car seat accessories,,
-5854802591716871794,green,unisex,joha,jumpers and knitwear,0.125,5.0
3583382537147745116,pink,unisex,stiga,bicycles and other vehicles,2.0,10.0
3765357902404161624,blue,unisex,kuling,coats and jackets,0.875,10.0
-4436358135447303399,navy,unisex,didriksons,coats and jackets,1.0,10.0
3203171213200295241,pink,girls,billieblush,headwear,2.0,11.0
-2094389687651881933,navy,boys,barts,headwear,,
-4597761492922085342,white,unisex,living nature,soft toys,0.125,6.0
-6059152031237629384,pink,unisex,kuling,gloves and mittens,1.0,10.0
8967735114163821930,cream,unisex,bobo choses,jumpers and knitwear,1.0,11.0
7412093853724024912,blue,girls,molo,headwear,0.875,14.0
-2483373514512059571,blue,girls,poivre blanc,bottoms,1.0,7.0
4347985897020968473,pink,unisex,rice a/s,tableware,,
-3304183740675067182,white,unisex,oliver & kids,outdoor,,
-3914770953069809807,grey,unisex,design letters,tableware,,
8262040353395671990,grey,unisex,bjällra of sweden,baby feeding,,
2728890622336044472,silver,girls,mimi & lula,hair accessories,,
-8158760669611752617,black,girls,mainio,dresses,2.0,12.0
133102261968572508,beige,unisex,buddy & hope,stroller accessories,,
-5159423996555817058,green,unisex,kids concept,soft toys,0.125,4.0
-8970387725421636593,white,unisex,kids concept,first toys and baby toys,,
1343003483137863270,blue,boys,hype,tops,2.0,14.0
1334749511009678724,blue,unisex,superfit,boots,4.0,10.0
4764470386551054977,pink,unisex,liewood,bedding,,
8737372723400895925,navy,girls,ralph lauren,jumpers and knitwear,0.125,2.0
7912340583694710060,grey,unisex,my little cozmo,headwear,0.125,2.0
-4401373709555229772,beige,unisex,fendi,jumpers and knitwear,3.0,14.0
-2851500585360098264,unknown,boys,molo,bottoms,1.5,15.0
-4137291554272292954,navy,boys,mayoral,clothing sets,0.125,2.0
-5533080230070419935,purple,girls,scotch & soda,tops,5.0,14.0
-4869549469220009114,pink,girls,mm6 margiela,skirts,7.0,14.0
8132208424451127868,navy,girls,marmar copenhagen,dresses,1.0,10.0
144975809174772827,white,unisex,weekend house kids,bottoms,2.0,12.0
5855050459043085392,red,unisex,bugaboo,stroller parts and customisati,,
-3856659337467469840,white,girls,jacadi,tops,1.0,3.0
4132442030073005256,green,unisex,joha,all in ones,-1.0,0.625
8001554830720939687,unknown,boys,ikks,underwear,1.0,10.0
8637541642430251051,black,boys,kenzo,bottoms,2.0,14.0
5725013960569120101,white,girls,petit bateau,tops,2.0,12.0
-4314328862152478104,blue,girls,jacadi,clothing sets,0.125,2.0
3719459509698442638,grey,girls,sonia rykiel,tops,3.0,14.0
-5632469796117865326,cream,unisex,bobo choses,jumpers and knitwear,1.0,11.0
-7100969046461618051,blue,unisex,pepe jeans,tops,3.0,14.0
-1801761803216192910,blue,unisex,kuling,gloves and mittens,0.625,10.0
-9193985988871943329,blue,unisex,adidas,clothing sets,0.125,4.0
-2922428269226287151,pink,unisex,kavat,boots,1.0,6.0
-2525818787691904651,blue,girls,molo,swimwear and coverups,2.0,14.0
7528935110872142969,beige,unisex,i dig denim,tops,1.0,12.0
-5606216565622326267,brown,boys,play up,bottoms,2.0,14.0
6527105692267598563,white,unisex,done by deer,textile,,
-975567858585779941,multi color,unisex,redbox,role play,,
821457863010390317,white,unisex,stiga,all racket sports,4.0,10.0
8884910461877004984,black,unisex,joha,headwear,0.125,5.0
300224341031985480,cream,girls,bonpoint,skirts,3.0,12.0
6265268350798654376,blue,girls,ralph lauren,tops,3.0,8.0
2105709384783312882,white,unisex,carrément beau,all in ones,0.125,2.0
-5355350577800604498,pink,unisex,reima,scarves,,
1639764810132010784,pink,girls,kavat,sandals,0.625,4.0
-9048471828164410098,brown,unisex,wheat,slippers,0.625,3.0
-6948132601661163861,black,girls,how to kiss a frog,dresses,2.0,14.0
3558944064485946868,navy,boys,colmar,bottoms,6.0,10.0
-4235630400065308594,blue,unisex,sorel,boots,3.0,14.0
-3912476893645142122,green,boys,mayoral,clothing sets,1.0,9.0
-9103116800542233388,grey,unisex,garbo&friends,nightwear,,
4668387657301835645,black,unisex,nike,trainers,7.0,14.0
4245476974927356836,pink,girls,moschino kid-teen,bottoms,3.0,14.0
3509221869572940159,cream,unisex,bobo choses,jumpers and knitwear,0.875,3.0
-1538791452776461033,green,unisex,joha,headwear,1.0,5.0
-2397862701296718373,white,unisex,boss,tops,3.0,14.0
8215267279690156755,grey,girls,bonpoint,jumpers and knitwear,3.0,14.0
7803041240561335083,cream,unisex,mini rodini,swimwear and coverups,0.875,7.0
5318367634352435790,pink,unisex,cybex,car seats,,
2900242946915307868,blue,girls,stella mccartney kids,all in ones,0.125,0.875
-4799245836465320,grey,boys,búho,jumpers and knitwear,0.375,2.0
-619144760540537304,pink,girls,celavi,clothing sets,0.875,9.0
4151440073330542647,navy,boys,nike,trainers,0.375,1.0
-2929389570598510974,yellow,boys,småfolk,tops,0.875,6.0
4301536510623443302,beige,girls,weekend house kids,all in ones,2.0,12.0
8276939679982783213,black,boys,reebok,trainers,6.0,12.0
5454092058583891066,beige,girls,ebbe kids,coats and jackets,1.0,14.0
-7253841288335607116,black,girls,mom2mom,maternity bottoms,-1.0,-1.0
-7346892116614516138,navy,boys,levis kids,coats and jackets,1.0,14.0
1585678598701127348,blue,boys,reima,coats and jackets,0.875,5.0
-7896795178530061242,blue,boys,camper,boots,3.0,12.0
-7230050472625941893,white,girls,mayoral,all in ones,0.375,3.0
-3588862627389876300,black,unisex,diesel,jumpers and knitwear,7.0,14.0
7898706137454968259,yellow,girls,mini rodini,skirts,3.0,11.0
6295129231649631784,beige,girls,mainio,dresses,1.0,10.0
-3545983798250700126,beige,unisex,mini sibling,shorts,0.375,4.0
8379868428623515136,brown,unisex,joha,tops,0.875,7.0
1082111651490860664,green,unisex,design letters,tableware,,
940266166421137891,yellow,girls,il gufo,skirts,2.0,10.0
5248824139010354646,cream,unisex,garbo&friends,bedding,,
3537221240177635002,blue,unisex,marmar copenhagen,all in ones,0.125,2.0
7601330175227123136,blue,boys,melton,headwear,0.125,0.125
-3583099130064982640,grey,unisex,done by deer,changing and travel bags,,
6267839290603555452,green,girls,a happy brand,underwear,0.125,10.0
1610578722456462930,grey,unisex,micki,first toys and baby toys,0.625,4.0
-418056639017474907,cream,boys,petit bateau,headwear,0.125,0.875
-5745123159810203654,blue,girls,the marc jacobs,dresses,1.0,14.0
-1209027862375462737,blue,girls,sonia rykiel,bottoms,3.0,14.0
341260690164721789,blue,unisex,rice a/s,textile,,
9125940772131690832,navy,boys,reima,coats and jackets,3.0,14.0
-4949353436854053495,red,boys,mayoral,tops,1.0,9.0
-8167882471592793550,black,unisex,converse,tops,1.0,14.0
-3742470747462213518,navy,unisex,molo,coats and jackets,1.0,14.0
-5843543369873461064,beige,unisex,liewood,home accessories,,
-5929032864719965315,pink,girls,gullkorn design,bottoms,1.0,10.0
4589806920308942077,navy,boys,frugi,lunch boxes and containers,,
3921899637624515591,blue,unisex,silver cross,stroller accessories,,
3857710572257439907,white,girls,balmain,jumpers and knitwear,3.0,14.0
-1212354774599015813,red,unisex,christmas kids,home accessories,,
2915373825589983114,red,girls,the marc jacobs,dresses,1.0,14.0
6883713952404405181,pink,unisex,djeco,first toys and baby toys,2.0,6.0
-6109382119925931943,yellow,unisex,baltic,baby safety,,
-2328862730596888167,brown,boys,timberland,tops,3.0,14.0
4329141160465913923,white,girls,dkny,jumpers and knitwear,3.0,14.0
-6105319582497548828,pink,girls,hunter,coats and jackets,,
7628634724064138867,blue,boys,spyder,bottoms,7.0,14.0
2046095623094164303,cream,unisex,lorena canals,textile,,
1184229490713911954,red,girls,petit bateau,headwear,2.0,12.0
5656508481279259909,navy,boys,ralph lauren,jumpers and knitwear,7.0,14.0
-7879665885551688211,white,boys,petit bateau,all in ones,0.125,2.0
-566302309706366167,pink,unisex,cam cam,bedding,0.625,0.875
-4588560964214664830,brown,unisex,stoy,dolls and doll houses,2.0,10.0
-2896008332932291049,blue,girls,poivre blanc,baselayers,1.0,7.0
-3825579213603297821,red,girls,dolce & gabbana,bags,,
-4950088859073952630,pink,unisex,buddy & hope,clothing sets,0.125,0.875
2494845720775176730,green,boys,molo,tops,1.0,14.0
-7296954503340607652,pink,girls,mayoral,headwear,0.375,2.0
-4613805383802500306,blue,unisex,bobles,first toys and baby toys,0.125,10.0
8168024041512083150,white,girls,stella mccartney kids,dresses,2.0,14.0
-6740163370026619071,blue,unisex,adidas,bags,,
-8237628143050320718,beige,boys,burberry,bottoms,2.0,14.0
1817257327520176760,red,boys,nike,coats and jackets,5.0,14.0
6215677468780366287,grey,unisex,gobabygo,underwear,0.375,2.0
9098800927370536875,cream,unisex,mini rodini,jumpers and knitwear,0.875,11.0
-4673122557370679312,blue,unisex,liewood,tableware,,
4458057719586099431,white,unisex,kokoso baby,toiletries,,
4750072154699571727,grey,unisex,livly,bottoms,0.125,0.375
-1418376362536323035,pink,unisex,liewood,headwear,0.375,4.0
6614155456539988232,black,boys,balmain,coats and jackets,11.0,14.0
6160341839050598242,blue,boys,jacadi,sandals,0.375,3.0
3771406958357553032,yellow,unisex,twistshake,baby feeding,,
3309808563772492274,grey,girls,stella mccartney kids,jumpers and knitwear,1.0,14.0
2549222730862605834,black,unisex,kenzo,trainers,4.0,6.0
7529040713949066732,white,unisex,moschino kid-teen,tops,3.0,14.0
2189377736415503120,red,girls,chloé,dresses,2.0,14.0
7769235080172276401,green,unisex,babblarna,bags,2.0,6.0
7151231097956112522,red,unisex,le toy van,dolls and doll houses,2.0,8.0
-6946101980552964682,blue,boys,jacadi,tops,2.0,12.0
-2974864052428179628,grey,unisex,lego,storage,,
5575363814174680489,blue,unisex,liewood,role play,1.0,4.0
-7743227505115676198,blue,unisex,easygrow,bedding,0.125,4.0
6148989463240512960,blue,girls,the new society,dresses,2.0,14.0
4924088488306429256,beige,boys,reebok,trainers,0.625,5.0
-7046865496838496214,black,girls,camper,shoes,3.0,11.0
-5977270267307714486,black,unisex,viking,boots,0.875,8.0
5502741522865071701,white,girls,reebok,trainers,4.0,12.0
-7972215313084124296,black,boys,minymo,tops,1.0,8.0
7998890971854044174,blue,boys,garcia,tops,1.0,9.0
-2224921553451399281,orange,girls,paade mode,dresses,3.0,12.0
-1870409253537593380,grey,unisex,cybex,carriers and slings,,
-4173219198234995167,green,boys,petit bateau,nightwear,1.0,12.0
8327718696678844142,blue,unisex,bobo choses,textile,,
-6636337944173484148,green,unisex,liewood,toiletries,,
3492500971563069385,yellow,girls,petit bateau,skirts,2.0,11.0
3925647208370729395,blue,boys,moschino kid-teen,all in ones,0.125,0.625
2474666065066094471,grey,unisex,il gufo,clothing sets,0.125,3.0
-1281923517737684695,blue,boys,boss,coats and jackets,3.0,14.0
5594670771866539939,beige,boys,dkny,coats and jackets,7.0,14.0
5380787914814790039,black,girls,les coyotes de paris,tops,7.0,14.0
-4091371582988163722,multi color,unisex,brio,vehicles,2.0,8.0
-1451984497803268661,brown,unisex,enfant,sandals,2.0,8.0
6988201996660403484,black,unisex,maxi-cosi,car seats,,
-183446472490208482,green,unisex,tapis petit,textile,,
7028231396447420588,green,unisex,melissa & doug,first toys and baby toys,2.0,10.0
-6601098621088729737,white,girls,il gufo,tops,0.125,12.0
7831423384100472341,pink,girls,cyrillus,tops,0.125,0.875
-680390385955978412,orange,unisex,matchstick,baby feeding,,
4842390550465070337,white,girls,msgm,dresses,3.0,14.0
-2855941494968695759,cream,girls,yellowpelota,bottoms,3.0,14.0
-5092410832658766378,beige,unisex,a happy brand,tops,1.0,10.0
1890769032793285946,green,unisex,little jalo,boots,0.125,0.875
-6175804867285661628,white,boys,ralph lauren,trainers,7.0,14.0
4893874383433347764,white,girls,cyrillus,tops,2.0,14.0
-1897997624772235994,green,unisex,kuling,fleeces and midlayers,1.0,10.0
5216162416429198163,cream,unisex,jellymade,jumpers and knitwear,1.0,10.0
-3195972237551888209,white,unisex,moschino kid-teen,tops,3.0,14.0
2144993323062629663,black,unisex,maxi-cosi,car seats,,
-8460217038453222213,brown,unisex,kuling,boots,0.875,10.0
3422368051224793823,white,unisex,teddykompaniet,soft toys,0.125,6.0
4254182282145613541,brown,unisex,lindberg,coats and jackets,1.0,14.0
-5821545774106853914,green,unisex,liewood,fleeces and midlayers,1.0,8.0
63329696547411476,silver,girls,moncler,coats and jackets,3.0,14.0
2773623447155524568,blue,unisex,reima,coveralls,1.0,8.0
3068781385480914193,black,boys,pepe jeans,coats and jackets,3.0,14.0
856341503353291646,blue,boys,boss,clothing sets,0.125,2.0
3358135024700593154,pink,unisex,uppababy,stroller parts and customisati,,
-6439804008209661462,green,unisex,kuling,coats and jackets,0.875,12.0
-8259248676814643686,black,unisex,bjällra couture,headwear,,
-6727861729560028919,pink,girls,wynken,tops,1.0,10.0
1022428184652630981,grey,unisex,frugi,tops,1.0,10.0
7110844176289095459,grey,unisex,aeromoov,car seat accessories,,
5864789023645859351,green,unisex,weekend house kids,coats and jackets,2.0,12.0
-1707489870448633557,white,boys,jacadi,tops,0.375,3.0
19241827928123040,brown,unisex,mini rodini,bottoms,0.875,9.0
2443350488259109569,grey,boys,kenzo,tops,0.125,2.0
-2133308066893740529,pink,girls,hummel,bottoms,,
8694531162824813477,blue,girls,stella mccartney kids,tops,1.0,14.0
4582541422932976702,navy,boys,ralph lauren,tops,9.0,14.0
5529125421957123861,white,unisex,real madrid,sporting replica,6.0,14.0
-5666965569495013274,pink,girls,jeune premier,bags,,
-1966449862872621225,gold,girls,jacadi,sandals,3.0,14.0
1664116361883845191,cream,girls,liilu,dresses,1.0,10.0
2363642020263727799,blue,boys,hype,sandals,4.0,10.0
4061170686642722226,grey,boys,air jordan,jumpers and knitwear,7.0,14.0
-6195100223908415939,navy,girls,gant,dresses,2.0,8.0
-4079112609554441234,multi color,unisex,brio,vehicles,2.0,8.0
-4723206979505196881,cream,unisex,fub,headwear,0.875,6.0
6206110998440665957,blue,girls,mp,underwear,0.125,9.0
6797054645824213471,multi color,unisex,micki,puzzles,2.0,8.0
2823876432742840477,black,girls,molo,bottoms,3.0,14.0
2525670278258025433,black,unisex,maclaren,strollers,,
5335583034282799932,navy,unisex,flöss,jumpers and knitwear,0.125,6.0
-954972091699945304,blue,unisex,silly silas,underwear,0.375,4.0
4909150014948417044,black,unisex,nike,trainers,7.0,14.0
-7208270386434716032,brown,unisex,marmar copenhagen,tops,0.875,10.0
-5410775585769638866,pink,girls,buddy & hope,skirts,0.125,4.0
3398891925488202401,navy,girls,the marc jacobs,dresses,1.0,14.0
7224919417195175696,green,girls,bonmot organic,dresses,1.0,11.0
-1525556518786555095,brown,girls,fub,skirts,1.0,9.0
-6903682283596602681,brown,girls,birkenstock,sandals,7.0,14.0
9141062790083671389,pink,girls,hype,bags,,
-8118236215419840073,beige,girls,condor,underwear,0.125,8.0
5575665515021822748,yellow,unisex,lego,storage,,
5913334739664868822,brown,girls,búho,dresses,2.0,14.0
8056756252008901583,navy,boys,marni,tops,3.0,14.0
4116829635978373950,beige,boys,ebbe kids,bottoms,0.125,2.0
-2120421361383597996,cream,unisex,liewood,baby feeding,,
-1561121247483517179,blue,unisex,sproet and sprout,all in ones,0.125,2.0
2809337514789859258,white,unisex,versace,trainers,6.0,12.0
-3260065724517532768,white,unisex,reebok,trainers,4.0,11.0
-3037084522521333149,white,girls,billieblush,tops,2.0,12.0
6754481294200199164,black,girls,versace,boots,5.0,12.0
-438812748394721286,white,girls,camper,sandals,3.0,7.0
4826287576859094356,grey,unisex,done by deer,baby feeding,,
-2100960722673707069,blue,girls,sonia rykiel,dresses,1.0,14.0
3799646161011891520,green,boys,tommy hilfiger,tops,1.0,14.0
-6681054547114858759,grey,unisex,babybjörn,baby changing,,
4215704964862166352,orange,unisex,gray label,tops,0.875,10.0
7993330683941788495,blue,unisex,tartine et chocolat,bottoms,3.0,8.0
6858752218529669099,blue,unisex,frugi,all in ones,0.125,4.0
-7711286722479184985,cream,unisex,kuling,coveralls,0.625,4.0
1690668399484477377,blue,girls,tartine et chocolat,hair accessories,,
-2676429212016408000,red,boys,ralph lauren,trainers,0.875,7.0
-1967775617164370153,white,unisex,wolf & rita,trainers,2.0,14.0
1468860805781273753,multi color,unisex,cybex,car seats,,
7058528354002689942,white,unisex,waterwipes,baby changing,,
